day,category,total_households,total_couponed,total_non_couponed,coupon_rate,without_coupon_rate
553,pasta sauce,5300,281,8138,3.34,96.66
559,pasta,4940,7,5864,0.12,99.88
553,pasta,4938,8,6089,0.13,99.87
494,pasta,4895,13,5389,0.24,99.76
130,pasta,4784,43,5307,0.80,99.20
189,pasta sauce,4728,369,6565,5.32,94.68
189,pasta,4506,40,5413,0.73,99.27
441,pasta sauce,4377,259,6117,4.06,95.94
539,pasta,4317,5,5290,0.09,99.91
616,pasta,4304,19,4958,0.38,99.62
522,pasta,4300,8,4970,0.16,99.84
158,pasta,4169,17,4615,0.37,99.63
547,pasta sauce,4160,183,5984,2.97,97.03
266,pasta,4146,7,4860,0.14,99.86
547,pasta,4095,5,4965,0.10,99.90
183,pasta sauce,4080,225,5560,3.89,96.11
441,pasta,4079,64,4875,1.30,98.70
157,pasta,4067,23,4637,0.49,99.51
523,pasta,4050,4,4598,0.09,99.91
540,pasta,3993,0,4787,0.00,100.00
521,pasta,3949,12,4596,0.26,99.74
524,pasta,3941,6,4434,0.14,99.86
546,pasta,3917,6,4704,0.13,99.87
531,pasta,3876,17,4622,0.37,99.63
183,pasta,3861,26,4591,0.56,99.44
175,pasta,3855,34,4562,0.74,99.26
623,pasta,3855,8,4662,0.17,99.83
548,pasta sauce,3850,199,5655,3.40,96.60
196,pasta,3833,30,4555,0.65,99.35
552,pasta sauce,3825,214,6063,3.41,96.59
536,pasta,3821,11,4626,0.24,99.76
550,pasta sauce,3809,238,5743,3.98,96.02
559,pasta sauce,3802,109,4707,2.26,97.74
493,pasta,3795,11,4277,0.26,99.74
57,pasta,3788,66,4433,1.47,98.53
575,pasta,3759,6,4591,0.13,99.87
78,pasta,3744,103,4504,2.24,97.76
644,pasta,3731,14,4473,0.31,99.69
491,pasta,3725,21,4280,0.49,99.51
435,pasta,3721,63,4334,1.43,98.57
184,pasta sauce,3719,286,4885,5.53,94.47
182,pasta,3717,21,4416,0.47,99.53
203,pasta,3712,6,4410,0.14,99.86
596,pasta,3710,18,4482,0.40,99.60
651,pasta,3703,18,4409,0.41,99.59
129,pasta,3702,47,4171,1.11,98.89
147,pasta,3695,42,4312,0.96,99.04
518,pasta,3688,17,4358,0.39,99.61
588,pasta,3658,11,4429,0.25,99.75
722,pasta,3655,17,4361,0.39,99.61
99,pasta,3628,43,4291,0.99,99.01
589,pasta,3623,7,4334,0.16,99.84
505,pasta,3622,23,4347,0.53,99.47
483,pasta,3618,33,4248,0.77,99.23
581,pasta,3616,5,4431,0.11,99.89
176,pasta,3608,16,4286,0.37,99.63
519,pasta,3605,11,4234,0.26,99.74
645,pasta,3590,13,4262,0.30,99.70
442,pasta,3553,39,4166,0.93,99.07
239,pasta,3550,40,4240,0.93,99.07
50,pasta,3549,54,4206,1.27,98.73
449,pasta,3542,31,4246,0.72,99.28
169,pasta,3540,29,4242,0.68,99.32
127,pasta,3538,88,3972,2.17,97.83
210,pasta,3520,29,4125,0.70,99.30
603,pasta,3520,16,4212,0.38,99.62
548,pasta,3520,5,4327,0.12,99.88
421,pasta,3510,14,4211,0.33,99.67
582,pasta,3504,17,4240,0.40,99.60
204,pasta,3504,8,4142,0.19,99.81
511,pasta,3494,18,4133,0.43,99.57
22,pasta,3491,11,4229,0.26,99.74
477,pasta,3488,23,4077,0.56,99.44
455,pasta,3480,39,4182,0.92,99.08
128,pasta,3480,30,3926,0.76,99.24
490,pasta,3473,24,3939,0.61,99.39
393,pasta,3464,17,4105,0.41,99.59
484,pasta,3461,17,4027,0.42,99.58
172,pasta,3451,58,4064,1.41,98.59
78,pasta sauce,3448,99,4740,2.05,97.95
554,pasta,3442,4,4113,0.10,99.90
186,pasta sauce,3439,335,4678,6.68,93.32
156,pasta,3437,26,3922,0.66,99.34
211,pasta,3437,14,4064,0.34,99.66
246,pasta,3436,16,4099,0.39,99.61
288,pasta,3435,25,4062,0.61,99.39
602,pasta,3432,12,4129,0.29,99.71
456,pasta,3430,27,4110,0.65,99.35
141,pasta,3424,39,3984,0.97,99.03
609,pasta,3421,14,4138,0.34,99.66
534,pasta,3419,7,4142,0.17,99.83
540,pasta sauce,3409,139,4126,3.26,96.74
140,pasta,3406,50,4045,1.22,98.78
386,pasta,3398,7,4045,0.17,99.83
567,pasta,3397,0,4127,0.00,100.00
84,pasta,3394,85,4122,2.02,97.98
666,pasta,3393,3,4089,0.07,99.93
428,pasta,3392,21,4020,0.52,99.48
551,pasta sauce,3390,191,5281,3.49,96.51
504,pasta,3388,9,4131,0.22,99.78
113,pasta,3385,65,3872,1.65,98.35
440,pasta sauce,3378,196,4810,3.92,96.08
530,pasta,3378,19,4053,0.47,99.53
512,pasta,3373,13,3981,0.33,99.67
560,pasta,3358,2,3956,0.05,99.95
694,pasta,3356,14,4019,0.35,99.65
379,pasta,3355,7,4061,0.17,99.83
106,pasta,3353,49,3961,1.22,98.78
64,pasta,3342,112,3797,2.87,97.13
120,pasta,3337,70,3879,1.77,98.23
70,pasta,3336,115,3798,2.94,97.06
434,pasta,3336,19,4079,0.46,99.54
15,pasta,3334,15,3982,0.38,99.62
638,pasta,3333,12,3977,0.30,99.70
28,pasta,3327,82,3918,2.05,97.95
188,pasta sauce,3316,244,4594,5.04,94.96
137,pasta,3315,77,3877,1.95,98.05
574,pasta,3314,1,3992,0.03,99.97
501,pasta,3311,28,3999,0.70,99.30
473,pasta,3309,48,3978,1.19,98.81
29,pasta,3307,12,3825,0.31,99.69
533,pasta,3307,2,4039,0.05,99.95
148,pasta,3305,28,3908,0.71,99.29
476,pasta,3302,24,4028,0.59,99.41
85,pasta,3300,51,3910,1.29,98.71
184,pasta,3294,29,3953,0.73,99.27
438,pasta sauce,3292,222,4531,4.67,95.33
463,pasta,3291,21,3920,0.53,99.47
232,pasta,3291,16,3890,0.41,99.59
448,pasta,3290,46,3863,1.18,98.82
568,pasta,3287,1,3929,0.03,99.97
46,pasta,3286,28,3962,0.70,99.30
197,pasta,3279,9,3856,0.23,99.77
217,pasta,3278,21,3840,0.54,99.46
492,pasta,3277,13,3723,0.35,99.65
42,pasta,3274,34,3886,0.87,99.13
470,pasta,3274,28,3921,0.71,99.29
683,pasta,3270,18,3923,0.46,99.54
549,pasta sauce,3266,147,4893,2.92,97.08
595,pasta,3266,17,3925,0.43,99.57
92,pasta,3261,59,3790,1.53,98.47
71,pasta,3258,104,3719,2.72,97.28
14,pasta,3257,13,3930,0.33,99.67
154,pasta,3249,38,3764,1.00,99.00
238,pasta,3244,22,3887,0.56,99.44
539,pasta sauce,3236,63,3909,1.59,98.41
415,pasta,3234,17,3878,0.44,99.56
36,pasta,3232,31,3817,0.81,99.19
21,pasta,3230,15,3888,0.38,99.62
718,pasta,3230,5,3878,0.13,99.87
714,pasta,3228,5,3823,0.13,99.87
728,pasta,3226,22,3916,0.56,99.44
190,pasta,3225,13,3817,0.34,99.66
392,pasta,3225,8,3889,0.21,99.79
49,pasta,3216,19,3867,0.49,99.51
302,pasta,3211,24,3805,0.63,99.37
260,pasta,3210,10,3788,0.26,99.74
126,pasta,3209,90,3681,2.39,97.61
469,pasta,3207,17,3908,0.43,99.57
413,pasta,3204,22,3813,0.57,99.43
112,pasta,3203,90,3695,2.38,97.62
652,pasta,3200,12,3763,0.32,99.68
610,pasta,3199,23,3812,0.60,99.40
155,pasta,3190,42,3683,1.13,98.87
665,pasta,3188,10,3884,0.26,99.74
399,pasta,3186,14,3708,0.38,99.62
119,pasta,3183,72,3666,1.93,98.07
651,pasta sauce,3182,69,3974,1.71,98.29
707,pasta,3176,14,3788,0.37,99.63
693,pasta,3176,11,3816,0.29,99.71
218,pasta,3175,54,3744,1.42,98.58
84,pasta sauce,3170,146,4511,3.14,96.86
400,pasta,3169,14,3753,0.37,99.63
721,pasta,3165,0,3811,0.00,100.00
592,pasta,3164,13,3853,0.34,99.66
588,pasta sauce,3160,60,4041,1.46,98.54
165,pasta,3160,41,3621,1.12,98.88
520,pasta,3159,5,3665,0.14,99.86
631,pasta,3149,21,3778,0.55,99.45
439,pasta sauce,3146,190,4380,4.16,95.84
546,pasta sauce,3146,126,3967,3.08,96.92
561,pasta,3146,1,3759,0.03,99.97
187,pasta sauce,3145,238,4348,5.19,94.81
445,pasta,3145,112,3619,3.00,97.00
462,pasta,3142,31,3712,0.83,99.17
406,pasta,3135,12,3714,0.32,99.68
435,pasta sauce,3125,185,3806,4.64,95.36
105,pasta,3125,66,3717,1.74,98.26
77,pasta,3125,63,3602,1.72,98.28
658,pasta,3123,10,3689,0.27,99.73
420,pasta,3122,21,3737,0.56,99.44
385,pasta,3116,7,3743,0.19,99.81
550,pasta,3116,7,3784,0.18,99.82
18,pasta,3114,39,3703,1.04,98.96
231,pasta,3114,21,3693,0.57,99.43
382,pasta,3113,5,3801,0.13,99.87
56,pasta,3109,38,3694,1.02,98.98
225,pasta,3108,31,3624,0.85,99.15
109,pasta,3101,131,3613,3.50,96.50
57,pasta sauce,3099,181,3692,4.67,95.33
200,pasta,3092,23,3617,0.63,99.37
281,pasta,3092,21,3646,0.57,99.43
623,pasta sauce,3083,133,3698,3.47,96.53
552,pasta,3083,2,3796,0.05,99.95
723,pasta,3076,17,3696,0.46,99.54
424,pasta,3070,23,3694,0.62,99.38
287,pasta,3067,18,3700,0.48,99.52
687,pasta,3067,12,3636,0.33,99.67
168,pasta,3066,20,3658,0.54,99.46
79,pasta,3061,70,3676,1.87,98.13
700,pasta,3060,17,3628,0.47,99.53
529,pasta,3055,6,3587,0.17,99.83
350,pasta,3054,6,3613,0.17,99.83
170,pasta,3046,24,3675,0.65,99.35
74,pasta,3045,121,3486,3.35,96.65
427,pasta,3042,25,3645,0.68,99.32
564,pasta,3042,1,3620,0.03,99.97
722,pasta sauce,3039,15,3804,0.39,99.61
22,pasta sauce,3037,145,3714,3.76,96.24
708,pasta,3037,11,3648,0.30,99.70
63,pasta,3036,45,3549,1.25,98.75
596,pasta sauce,3030,67,3731,1.76,98.24
450,pasta,3028,26,3651,0.71,99.29
372,pasta,3019,5,3558,0.14,99.86
655,pasta,3017,34,3618,0.93,99.07
301,pasta,3016,23,3601,0.63,99.37
410,pasta,3014,21,3566,0.59,99.41
378,pasta,3010,11,3631,0.30,99.70
624,pasta,3007,6,3535,0.17,99.83
549,pasta,3002,3,3674,0.08,99.92
98,pasta,3000,35,3547,0.98,99.02
673,pasta,3000,16,3598,0.44,99.56
185,pasta sauce,2999,195,3990,4.66,95.34
407,pasta,2999,19,3514,0.54,99.46
627,pasta,2996,6,3572,0.17,99.83
336,pasta,2992,8,3536,0.23,99.77
259,pasta,2988,16,3496,0.46,99.54
182,pasta sauce,2982,19,3823,0.49,99.51
421,pasta sauce,2979,159,3571,4.26,95.74
302,pasta sauce,2978,142,3750,3.65,96.35
323,pasta,2978,13,3639,0.36,99.64
79,pasta sauce,2974,94,4030,2.28,97.72
224,pasta,2974,36,3506,1.02,98.98
239,pasta sauce,2966,41,3738,1.08,98.92
498,pasta,2963,6,3561,0.17,99.83
582,pasta sauce,2962,56,3689,1.50,98.50
583,pasta,2959,4,3502,0.11,99.89
191,pasta,2958,17,3527,0.48,99.52
615,pasta,2956,16,3438,0.46,99.54
442,pasta sauce,2955,139,3549,3.77,96.23
330,pasta,2949,10,3549,0.28,99.72
575,pasta sauce,2948,56,3579,1.54,98.46
186,pasta,2945,37,3575,1.02,98.98
637,pasta,2941,16,3516,0.45,99.55
590,pasta,2938,6,3495,0.17,99.83
535,pasta,2934,1,3571,0.03,99.97
274,pasta,2932,13,3521,0.37,99.63
645,pasta sauce,2931,58,3621,1.58,98.42
35,pasta,2931,28,3432,0.81,99.19
589,pasta sauce,2924,113,3491,3.14,96.86
364,pasta,2922,18,3472,0.52,99.48
171,pasta,2922,16,3494,0.46,99.54
541,pasta,2911,6,3464,0.17,99.83
15,pasta sauce,2910,95,3583,2.58,97.42
358,pasta,2909,20,3392,0.59,99.41
263,pasta,2909,17,3369,0.50,99.50
134,pasta,2907,48,3362,1.41,98.59
440,pasta,2902,45,3520,1.26,98.74
701,pasta,2893,9,3381,0.27,99.73
386,pasta sauce,2888,69,3542,1.91,98.09
308,pasta,2887,17,3404,0.50,99.50
1,pasta,2885,11,3469,0.32,99.68
602,pasta sauce,2884,104,3577,2.83,97.17
329,pasta,2882,11,3521,0.31,99.69
245,pasta,2875,16,3401,0.47,99.53
354,pasta,2875,4,3381,0.12,99.88
196,pasta sauce,2874,68,3569,1.87,98.13
505,pasta sauce,2870,71,3419,2.03,97.97
679,pasta,2868,16,3407,0.47,99.53
319,pasta,2866,10,3488,0.29,99.71
506,pasta,2866,9,3416,0.26,99.74
308,pasta sauce,2863,206,3685,5.29,94.71
471,pasta,2862,16,3444,0.46,99.54
597,pasta,2859,4,3406,0.12,99.88
715,pasta,2853,2,3327,0.06,99.94
288,pasta sauce,2852,127,3360,3.64,96.36
204,pasta sauce,2852,48,3395,1.39,98.61
379,pasta sauce,2851,77,3426,2.20,97.80
630,pasta,2849,6,3428,0.17,99.83
438,pasta,2845,52,3315,1.54,98.46
246,pasta sauce,2845,49,3529,1.37,98.63
188,pasta,2845,34,3391,0.99,99.01
44,pasta,2845,22,3394,0.64,99.36
175,pasta sauce,2845,18,3364,0.53,99.47
8,pasta,2845,12,3330,0.36,99.64
672,pasta,2845,9,3410,0.26,99.74
81,pasta sauce,2842,157,3924,3.85,96.15
477,pasta sauce,2839,140,3396,3.96,96.04
603,pasta sauce,2837,92,3506,2.56,97.44
387,pasta,2837,9,3387,0.27,99.73
644,pasta sauce,2831,109,3354,3.15,96.85
686,pasta,2831,12,3466,0.35,99.65
91,pasta,2830,63,3336,1.85,98.15
537,pasta,2829,1,3489,0.03,99.97
483,pasta sauce,2824,203,3346,5.72,94.28
414,pasta,2823,21,3259,0.64,99.36
551,pasta,2823,5,3435,0.15,99.85
29,pasta sauce,2822,77,3292,2.29,97.71
422,pasta,2820,17,3339,0.51,99.49
365,pasta,2820,10,3292,0.30,99.70
357,pasta,2819,6,3362,0.18,99.82
228,pasta,2818,25,3340,0.74,99.26
135,pasta,2813,25,3322,0.75,99.25
164,pasta,2807,26,3265,0.79,99.21
457,pasta,2807,25,3339,0.74,99.26
294,pasta,2807,19,3310,0.57,99.43
233,pasta,2807,18,3292,0.54,99.46
58,pasta,2804,29,3333,0.86,99.14
43,pasta,2803,17,3374,0.50,99.50
555,pasta,2802,3,3317,0.09,99.91
611,pasta,2800,17,3336,0.51,99.49
478,pasta,2799,20,3292,0.60,99.40
169,pasta sauce,2798,26,3274,0.79,99.21
513,pasta,2798,8,3270,0.24,99.76
599,pasta,2797,14,3325,0.42,99.58
176,pasta sauce,2794,25,3425,0.72,99.28
7,pasta,2794,20,3334,0.60,99.40
371,pasta,2794,7,3304,0.21,99.79
50,pasta sauce,2793,118,3345,3.41,96.59
203,pasta sauce,2792,51,3320,1.51,98.49
218,pasta sauce,2786,26,3313,0.78,99.22
85,pasta sauce,2785,79,3622,2.13,97.87
449,pasta sauce,2784,99,3292,2.92,97.08
604,pasta,2784,19,3296,0.57,99.43
252,pasta,2784,18,3311,0.54,99.46
536,pasta sauce,2783,76,3339,2.23,97.77
485,pasta,2781,22,3226,0.68,99.32
210,pasta sauce,2778,55,3345,1.62,98.38
344,pasta,2777,2,3270,0.06,99.94
538,pasta,2776,3,3356,0.09,99.91
436,pasta,2775,44,3241,1.34,98.66
173,pasta,2775,20,3278,0.61,99.39
652,pasta sauce,2773,59,3373,1.72,98.28
545,pasta,2772,3,3292,0.09,99.91
177,pasta,2771,14,3312,0.42,99.58
683,pasta sauce,2768,54,3413,1.56,98.44
666,pasta sauce,2763,38,3390,1.11,98.89
393,pasta sauce,2762,76,3259,2.28,97.72
531,pasta sauce,2758,86,3290,2.55,97.45
499,pasta,2758,7,3284,0.21,99.79
291,pasta,2755,25,3314,0.75,99.25
452,pasta,2755,21,3315,0.63,99.37
205,pasta,2753,11,3305,0.33,99.67
99,pasta sauce,2752,53,3342,1.56,98.44
28,pasta sauce,2749,355,3120,10.22,89.78
81,pasta,2749,94,3359,2.72,97.28
534,pasta sauce,2749,37,3287,1.11,98.89
598,pasta,2749,9,3300,0.27,99.73
543,pasta,2748,10,3302,0.30,99.70
702,pasta,2744,13,3278,0.40,99.60
694,pasta sauce,2737,29,3281,0.88,99.12
21,pasta sauce,2736,88,3378,2.54,97.46
454,pasta,2734,33,3319,0.98,99.02
429,pasta,2734,8,3220,0.25,99.75
16,pasta,2731,13,3217,0.40,99.60
610,pasta sauce,2729,171,3221,5.04,94.96
23,pasta,2723,13,3255,0.40,99.60
309,pasta,2719,16,3245,0.49,99.51
581,pasta sauce,2717,60,3303,1.78,98.22
443,pasta,2715,30,3178,0.94,99.06
584,pasta,2715,6,3190,0.19,99.81
100,pasta,2714,37,3148,1.16,98.84
631,pasta sauce,2712,110,3209,3.31,96.69
660,pasta,2709,4,3196,0.13,99.88
632,pasta,2708,19,3180,0.59,99.41
512,pasta sauce,2706,54,3227,1.65,98.35
576,pasta,2701,2,3213,0.06,99.94
253,pasta,2700,9,3176,0.28,99.72
247,pasta,2700,6,3164,0.19,99.81
494,syrups,2698,42,2839,1.46,98.54
601,pasta,2697,12,3210,0.37,99.63
646,pasta,2697,9,3138,0.29,99.71
585,pasta,2697,9,3198,0.28,99.72
653,pasta,2696,10,3186,0.31,99.69
265,pasta,2694,9,3142,0.29,99.71
380,pasta,2694,4,3250,0.12,99.88
36,pasta sauce,2692,256,2993,7.88,92.12
211,pasta sauce,2687,39,3203,1.20,98.80
417,pasta,2687,29,3124,0.92,99.08
106,pasta sauce,2683,148,3138,4.50,95.50
65,pasta,2682,82,3090,2.59,97.41
232,pasta sauce,2677,7,3255,0.21,99.79
185,pasta,2676,23,3197,0.71,99.29
718,pasta sauce,2674,24,3383,0.70,99.30
240,pasta,2674,20,3189,0.62,99.38
622,pasta,2674,8,3181,0.25,99.75
163,pasta,2671,23,3094,0.74,99.26
484,pasta sauce,2669,106,3212,3.19,96.81
18,pasta sauce,2667,150,3238,4.43,95.57
72,pasta,2667,66,3011,2.14,97.86
190,pasta sauce,2665,48,3362,1.41,98.59
583,pasta sauce,2665,34,3366,1.00,99.00
382,pasta sauce,2662,175,3222,5.15,94.85
315,pasta,2661,25,3168,0.78,99.22
533,pasta sauce,2660,26,3218,0.80,99.20
107,pasta,2658,40,3157,1.25,98.75
424,pasta sauce,2657,196,3186,5.80,94.20
14,pasta sauce,2657,56,3186,1.73,98.27
609,pasta sauce,2646,121,3256,3.58,96.42
51,pasta,2645,34,3137,1.07,98.93
713,pasta,2642,2,3187,0.06,99.94
456,pasta sauce,2640,123,3136,3.77,96.23
260,pasta sauce,2640,21,3132,0.67,99.33
578,pasta,2639,3,3206,0.09,99.91
639,pasta,2637,15,3185,0.47,99.53
618,pasta,2635,5,3106,0.16,99.84
517,pasta,2634,8,3081,0.26,99.74
638,pasta sauce,2632,67,3133,2.09,97.91
591,pasta,2629,5,3101,0.16,99.84
187,pasta,2628,21,3141,0.66,99.34
389,pasta,2627,8,3110,0.26,99.74
142,pasta,2618,24,3062,0.78,99.22
453,pasta,2618,20,3096,0.64,99.36
554,pasta sauce,2617,91,3249,2.72,97.28
428,pasta sauce,2616,140,3046,4.39,95.61
439,pasta,2616,54,3053,1.74,98.26
400,pasta sauce,2614,66,3046,2.12,97.88
86,pasta,2614,53,3047,1.71,98.29
212,pasta,2610,11,3076,0.36,99.64
280,pasta,2606,15,3088,0.48,99.52
217,pasta sauce,2605,27,3082,0.87,99.13
139,pasta,2604,36,3079,1.16,98.84
391,pasta,2600,5,3161,0.16,99.84
613,pasta,2599,20,3045,0.65,99.35
64,pasta sauce,2598,122,3057,3.84,96.16
606,pasta,2595,18,3054,0.59,99.41
273,pasta,2593,9,3121,0.29,99.71
289,pasta,2593,8,3083,0.26,99.74
725,pasta,2592,9,3099,0.29,99.71
181,pasta,2591,17,3069,0.55,99.45
558,pasta,2591,2,3099,0.06,99.94
343,pasta,2590,3,3068,0.10,99.90
451,pasta,2589,22,3079,0.71,99.29
688,pasta,2588,9,3088,0.29,99.71
617,pasta,2587,8,3037,0.26,99.74
130,syrups,2585,77,2682,2.79,97.21
595,pasta sauce,2584,58,3140,1.81,98.19
45,pasta,2583,20,3076,0.65,99.35
282,pasta,2583,12,3090,0.39,99.61
25,pasta,2582,14,3102,0.45,99.55
674,pasta,2582,9,3015,0.30,99.70
667,pasta,2582,9,3067,0.29,99.71
562,pasta,2581,0,3043,0.00,100.00
268,pasta,2580,5,3062,0.16,99.84
470,pasta sauce,2578,140,3092,4.33,95.67
324,pasta,2578,14,3147,0.44,99.56
681,pasta,2578,9,3076,0.29,99.71
445,pasta sauce,2577,228,3042,6.97,93.03
527,pasta,2576,3,2997,0.10,99.90
121,pasta,2575,62,2935,2.07,97.93
532,pasta,2573,3,3051,0.10,99.90
560,pasta sauce,2571,78,3225,2.36,97.64
146,pasta,2570,35,3015,1.15,98.85
567,pasta sauce,2569,103,3117,3.20,96.80
515,pasta,2569,18,2986,0.60,99.40
695,pasta,2568,11,3078,0.36,99.64
723,pasta sauce,2568,8,3182,0.25,99.75
508,pasta,2567,19,3049,0.62,99.38
425,pasta,2567,9,3001,0.30,99.70
624,pasta sauce,2566,102,3072,3.21,96.79
687,pasta sauce,2566,26,3132,0.82,99.18
149,pasta,2566,19,2981,0.63,99.37
394,pasta,2565,14,3004,0.46,99.54
448,pasta sauce,2564,149,3079,4.62,95.38
476,pasta sauce,2564,129,3054,4.05,95.95
473,pasta sauce,2561,203,2992,6.35,93.65
707,pasta sauce,2561,12,3268,0.37,99.63
385,pasta sauce,2559,84,3137,2.61,97.39
267,pasta,2557,6,2991,0.20,99.80
144,pasta,2555,44,2985,1.45,98.55
296,pasta,2555,14,3028,0.46,99.54
561,pasta sauce,2554,90,3080,2.84,97.16
167,pasta,2554,15,3009,0.50,99.50
728,pasta sauce,2551,15,3184,0.47,99.53
322,pasta,2550,17,3199,0.53,99.47
569,pasta,2550,0,3026,0.00,100.00
627,pasta sauce,2548,260,2906,8.21,91.79
519,pasta sauce,2546,44,3047,1.42,98.58
162,pasta,2546,21,2995,0.70,99.30
416,pasta,2543,13,2947,0.44,99.56
80,pasta,2542,49,3084,1.56,98.44
463,pasta sauce,2541,103,3065,3.25,96.75
568,pasta sauce,2541,62,3075,1.98,98.02
605,pasta,2537,14,3016,0.46,99.54
93,pasta,2536,58,2965,1.92,98.08
349,pasta,2536,2,3010,0.07,99.93
221,pasta,2534,31,2927,1.05,98.95
511,pasta sauce,2532,59,3018,1.92,98.08
709,pasta,2532,5,3013,0.17,99.83
557,pasta,2532,4,3018,0.13,99.87
680,pasta,2530,18,2997,0.60,99.40
225,pasta sauce,2529,34,3006,1.12,98.88
480,pasta,2529,27,2934,0.91,99.09
704,pasta,2526,14,3021,0.46,99.54
422,pasta sauce,2524,116,3037,3.68,96.32
331,pasta,2523,8,3038,0.26,99.74
724,pasta,2522,9,3024,0.30,99.70
504,pasta sauce,2520,110,3035,3.50,96.50
37,pasta,2517,22,2935,0.74,99.26
174,pasta,2517,22,3002,0.73,99.27
281,pasta sauce,2516,103,2959,3.36,96.64
83,pasta,2516,50,3070,1.60,98.40
141,pasta sauce,2516,45,2948,1.50,98.50
528,pasta,2516,7,2935,0.24,99.76
587,pasta,2515,2,2993,0.07,99.93
359,pasta,2513,10,2912,0.34,99.66
373,pasta,2513,5,2950,0.17,99.83
721,pasta sauce,2512,17,3123,0.54,99.46
482,pasta,2512,16,2957,0.54,99.46
392,pasta sauce,2510,64,3072,2.04,97.96
238,pasta sauce,2509,23,3112,0.73,99.27
30,pasta,2506,9,2924,0.31,99.69
114,pasta,2503,33,2839,1.15,98.85
571,pasta,2503,1,2962,0.03,99.97
80,pasta sauce,2501,90,3526,2.49,97.51
46,pasta sauce,2495,229,2840,7.46,92.54
2,pasta,2495,6,2924,0.20,99.80
516,pasta,2494,11,2968,0.37,99.63
197,pasta sauce,2493,60,2960,1.99,98.01
191,pasta sauce,2493,38,3070,1.22,98.78
420,pasta sauce,2491,52,3014,1.70,98.30
337,pasta,2491,8,2901,0.28,99.72
20,pasta,2487,12,2942,0.41,99.59
616,pasta sauce,2485,138,2880,4.57,95.43
541,pasta sauce,2484,98,2984,3.18,96.82
180,pasta,2483,18,2967,0.60,99.40
401,pasta,2483,10,2889,0.34,99.66
597,pasta sauce,2482,36,3075,1.16,98.84
87,pasta,2481,47,2880,1.61,98.39
665,pasta sauce,2479,30,3048,0.97,99.03
179,pasta,2478,13,2948,0.44,99.56
647,pasta,2478,4,2891,0.14,99.86
153,pasta,2477,20,2846,0.70,99.30
464,pasta,2477,21,2975,0.70,99.30
469,pasta sauce,2476,145,3007,4.60,95.40
148,pasta sauce,2476,49,2897,1.66,98.34
407,pasta sauce,2475,58,2891,1.97,98.03
481,pasta,2472,16,2834,0.56,99.44
703,pasta,2472,4,2948,0.14,99.86
58,pasta sauce,2471,123,2984,3.96,96.04
574,pasta sauce,2471,60,2977,1.98,98.02
702,pasta sauce,2471,9,3117,0.29,99.71
69,pasta,2470,78,2850,2.66,97.34
690,pasta,2470,29,2948,0.97,99.03
431,pasta,2470,12,2961,0.40,99.60
147,pasta sauce,2469,57,2909,1.92,98.08
693,pasta sauce,2469,38,2988,1.26,98.74
172,pasta sauce,2469,36,2889,1.23,98.77
661,pasta,2469,10,2979,0.33,99.67
415,pasta sauce,2468,39,2960,1.30,98.70
501,pasta sauce,2467,156,2849,5.19,94.81
152,pasta,2467,9,2849,0.31,99.69
572,pasta,2467,0,2969,0.00,100.00
303,pasta,2466,13,2898,0.45,99.55
510,pasta,2465,11,2920,0.38,99.62
63,pasta sauce,2463,187,2927,6.01,93.99
195,pasta,2461,15,2904,0.51,99.49
437,pasta,2460,30,2874,1.03,98.97
92,pasta sauce,2459,49,2931,1.64,98.36
586,pasta,2459,4,2977,0.13,99.87
592,pasta sauce,2457,92,2952,3.02,96.98
113,pasta sauce,2455,133,2784,4.56,95.44
673,pasta sauce,2455,38,2949,1.27,98.73
660,pasta sauce,2455,17,3013,0.56,99.44
408,pasta,2454,23,2837,0.80,99.20
579,pasta,2454,6,2963,0.20,99.80
600,pasta,2453,16,2952,0.54,99.46
235,pasta,2451,21,2861,0.73,99.27
472,pasta,2451,17,2942,0.57,99.43
507,pasta,2449,10,2911,0.34,99.66
518,pasta sauce,2448,65,2921,2.18,97.82
226,pasta,2448,8,2874,0.28,99.72
459,pasta,2447,30,2866,1.04,98.96
366,pasta,2447,3,2906,0.10,99.90
659,pasta,2446,6,2940,0.20,99.80
399,pasta sauce,2445,86,2835,2.94,97.06
378,pasta sauce,2445,77,2893,2.59,97.41
542,pasta,2445,4,2929,0.14,99.86
427,pasta sauce,2442,137,2874,4.55,95.45
23,pasta sauce,2442,91,3004,2.94,97.06
16,pasta sauce,2442,65,2991,2.13,97.87
41,pasta,2442,24,2873,0.83,99.17
514,pasta,2442,8,2852,0.28,99.72
254,pasta,2441,5,2840,0.18,99.82
662,pasta,2438,10,2903,0.34,99.66
604,pasta sauce,2437,69,3033,2.22,97.78
717,pasta,2436,2,2922,0.07,99.93
641,pasta,2435,14,2955,0.47,99.53
590,pasta sauce,2434,77,2890,2.60,97.40
151,pasta,2434,22,2813,0.78,99.22
219,pasta,2434,20,2880,0.69,99.31
634,pasta,2433,16,2851,0.56,99.44
708,pasta sauce,2431,15,2927,0.51,99.49
390,pasta,2431,7,2887,0.24,99.76
387,pasta sauce,2428,31,2953,1.04,98.96
24,pasta,2427,6,2900,0.21,99.79
522,pasta sauce,2426,37,2860,1.28,98.72
105,pasta sauce,2423,35,2995,1.16,98.84
120,pasta sauce,2422,120,2738,4.20,95.80
625,pasta,2422,2,2856,0.07,99.93
406,pasta sauce,2421,68,2821,2.35,97.65
